id;nombreIndicador;codigoIndicador;unidadMedidaIndicador;valorIndicador;fechaIndicador
1;LIBRA DE COBRE;LIBRA_COBRE;Dólar;3.56;2021-01-04
2;EURO;EURO;Pesos;873.3;2021-01-04
3;DÓLAR OBSERVADO;DOLAR;Pesos;710.95;2021-01-04
4;TASA POLÍTICA MONETARIA (TPM);TPM;Porcentaje;0.5;2021-01-04
5;UNIDAD TRIBUTARIA MENSUAL (UTM);UTM;Pesos;50978;2020-01-01
6;UNIDAD DE FOMENTO (UF);UF;Pesos;29061.89;2021-01-09
7;UNIDAD DE FOMENTO (UF);UF;Pesos;29062.83;2021-01-08
8;UNIDAD DE FOMENTO (UF);UF;Pesos;29063.76;2021-01-07
9;UNIDAD DE FOMENTO (UF);UF;Pesos;29064.7;2021-01-06
10;UNIDAD DE FOMENTO (UF);UF;Pesos;29065.64;2021-01-05
11;UNIDAD DE FOMENTO (UF);UF;Pesos;29066.58;2021-01-04
12;UNIDAD DE FOMENTO (UF);UF;Pesos;29067.52;2020-01-03
13;UNIDAD DE FOMENTO (UF);UF;Pesos;29068.46;2020-01-02
14;UNIDAD DE FOMENTO (UF);UF;Pesos;29069.39;2020-01-01
15;INDICE DE VALOR PROMEDIO (IVP);IVP;Pesos;30249.27;2021-01-09
16;INDICE DE VALOR PROMEDIO (IVP);IVP;Pesos;30247.05;2021-01-08
17;INDICE DE VALOR PROMEDIO (IVP);IVP;Pesos;30244.83;2021-01-07
18;INDICE DE VALOR PROMEDIO (IVP);IVP;Pesos;30242.61;2021-01-06
19;INDICE DE VALOR PROMEDIO (IVP);IVP;Pesos;30240.39;2021-01-05
20;INDICE DE VALOR PROMEDIO (IVP);IVP;Pesos;30238.17;2021-01-04
21;INDICE DE VALOR PROMEDIO (IVP);IVP;Pesos;30235.95;2020-01-03
22;INDICE DE VALOR PROMEDIO (IVP);IVP;Pesos;30233.73;2020-01-02
23;INDICE DE VALOR PROMEDIO (IVP);IVP;Pesos;30231.51;2020-01-01
24;BITCOIN;BITCOIN;Dólar;32195.46;2020-01-02
25;LIBRA DE COBRE;LIBRA_COBRE;Dólar;3.51;2021-01-05
26;EURO;EURO;Pesos;861.65;2021-01-05
27;DÓLAR OBSERVADO;DOLAR;Pesos;702.93;2021-01-05
28;TASA POLÍTICA MONETARIA (TPM);TPM;Porcentaje;0.5;2021-01-05
29;LIBRA DE COBRE;LIBRA_COBRE;Dólar;3.56;2021-01-06
30;EURO;EURO;Pesos;863.72;2021-01-06
31;DÓLAR OBSERVADO;DOLAR;Pesos;702.29;2021-01-06
32;TASA POLÍTICA MONETARIA (TPM);TPM;Porcentaje;0.5;2021-01-06
33;LIBRA DE COBRE;LIBRA_COBRE;Dólar;3.63;2021-01-07
34;EURO;EURO;Pesos;856.2;2021-01-07
35;DÓLAR OBSERVADO;DOLAR;Pesos;696.18;2021-01-07
36;TASA POLÍTICA MONETARIA (TPM);TPM;Porcentaje;0.5;2021-01-07
37;BITCOIN;BITCOIN;Dólar;34046.67;2021-01-05
38;LIBRA DE COBRE;LIBRA_COBRE;Dólar;3.64;2021-01-08
39;EURO;EURO;Pesos;870.41;2021-01-08
40;DÓLAR OBSERVADO;DOLAR;Pesos;709.99;2021-01-08
41;TASA POLÍTICA MONETARIA (TPM);TPM;Porcentaje;0.5;2021-01-08
42;LIBRA DE COBRE;LIBRA_COBRE;Dólar;3.7;2021-01-11
43;EURO;EURO;Pesos;872.19;2021-01-11
44;DÓLAR OBSERVADO;DOLAR;Pesos;713.28;2021-01-11
45;TASA POLÍTICA MONETARIA (TPM);TPM;Porcentaje;0.5;2021-01-11
46;UNIDAD DE FOMENTO (UF);UF;Pesos;29149.08;2021-02-09
47;UNIDAD DE FOMENTO (UF);UF;Pesos;29146.26;2021-02-08
48;UNIDAD DE FOMENTO (UF);UF;Pesos;29143.44;2021-02-07
49;UNIDAD DE FOMENTO (UF);UF;Pesos;29140.63;2021-02-06
50;UNIDAD DE FOMENTO (UF);UF;Pesos;29137.81;2021-02-05
51;UNIDAD DE FOMENTO (UF);UF;Pesos;29135;2021-02-04
52;UNIDAD DE FOMENTO (UF);UF;Pesos;29132.18;2021-02-03
53;UNIDAD DE FOMENTO (UF);UF;Pesos;29129.37;2021-02-02
54;UNIDAD DE FOMENTO (UF);UF;Pesos;29126.55;2021-02-01
55;UNIDAD DE FOMENTO (UF);UF;Pesos;29123.74;2021-01-31
56;UNIDAD DE FOMENTO (UF);UF;Pesos;29120.92;2021-01-30
57;UNIDAD DE FOMENTO (UF);UF;Pesos;29118.11;2021-01-29
58;UNIDAD DE FOMENTO (UF);UF;Pesos;29115.3;2021-01-28
59;UNIDAD DE FOMENTO (UF);UF;Pesos;29112.48;2021-01-27
60;UNIDAD DE FOMENTO (UF);UF;Pesos;29109.67;2021-01-26
61;UNIDAD DE FOMENTO (UF);UF;Pesos;29106.86;2021-01-25
62;UNIDAD DE FOMENTO (UF);UF;Pesos;29104.04;2021-01-24
63;UNIDAD DE FOMENTO (UF);UF;Pesos;29101.23;2021-01-23
64;UNIDAD DE FOMENTO (UF);UF;Pesos;29098.42;2021-01-22
65;UNIDAD DE FOMENTO (UF);UF;Pesos;29095.61;2021-01-21
66;UNIDAD DE FOMENTO (UF);UF;Pesos;29092.8;2021-01-20
67;UNIDAD DE FOMENTO (UF);UF;Pesos;29089.99;2021-01-19
68;UNIDAD DE FOMENTO (UF);UF;Pesos;29087.18;2021-01-18
69;UNIDAD DE FOMENTO (UF);UF;Pesos;29084.36;2021-01-17
70;UNIDAD DE FOMENTO (UF);UF;Pesos;29081.55;2021-01-16
71;UNIDAD DE FOMENTO (UF);UF;Pesos;29078.74;2021-01-15
72;UNIDAD DE FOMENTO (UF);UF;Pesos;29075.93;2021-01-14
73;UNIDAD DE FOMENTO (UF);UF;Pesos;29073.13;2021-01-13
74;UNIDAD DE FOMENTO (UF);UF;Pesos;29070.32;2021-01-12
75;UNIDAD DE FOMENTO (UF);UF;Pesos;29067.51;2021-01-11
76;UNIDAD DE FOMENTO (UF);UF;Pesos;29064.7;2021-01-10
77;LIBRA DE COBRE;LIBRA_COBRE;Dólar;3.68;2021-01-12
78;EURO;EURO;Pesos;874.77;2021-01-12
79;DÓLAR OBSERVADO;DOLAR;Pesos;718.89;2021-01-12
80;TASA POLÍTICA MONETARIA (TPM);TPM;Porcentaje;0.5;2021-01-12
81;INDICE DE VALOR PROMEDIO (IVP);IVP;Pesos;30338.5;2021-02-09
82;INDICE DE VALOR PROMEDIO (IVP);IVP;Pesos;30335.62;2021-02-08
83;INDICE DE VALOR PROMEDIO (IVP);IVP;Pesos;30332.74;2021-02-07
84;INDICE DE VALOR PROMEDIO (IVP);IVP;Pesos;30329.86;2021-02-06
85;INDICE DE VALOR PROMEDIO (IVP);IVP;Pesos;30326.98;2021-02-05
86;INDICE DE VALOR PROMEDIO (IVP);IVP;Pesos;30324.09;2021-02-04
87;INDICE DE VALOR PROMEDIO (IVP);IVP;Pesos;30321.21;2021-02-03
88;INDICE DE VALOR PROMEDIO (IVP);IVP;Pesos;30318.33;2021-02-02
89;INDICE DE VALOR PROMEDIO (IVP);IVP;Pesos;30315.45;2021-02-01
90;INDICE DE VALOR PROMEDIO (IVP);IVP;Pesos;30312.57;2021-01-31
91;INDICE DE VALOR PROMEDIO (IVP);IVP;Pesos;30309.69;2021-01-30
92;INDICE DE VALOR PROMEDIO (IVP);IVP;Pesos;30306.81;2021-01-29
93;INDICE DE VALOR PROMEDIO (IVP);IVP;Pesos;30303.93;2021-01-28
94;INDICE DE VALOR PROMEDIO (IVP);IVP;Pesos;30301.05;2021-01-27
95;INDICE DE VALOR PROMEDIO (IVP);IVP;Pesos;30298.17;2021-01-26
96;INDICE DE VALOR PROMEDIO (IVP);IVP;Pesos;30295.29;2021-01-25
97;INDICE DE VALOR PROMEDIO (IVP);IVP;Pesos;30292.42;2021-01-24
98;INDICE DE VALOR PROMEDIO (IVP);IVP;Pesos;30289.54;2021-01-23
99;INDICE DE VALOR PROMEDIO (IVP);IVP;Pesos;30286.66;2021-01-22
100;INDICE DE VALOR PROMEDIO (IVP);IVP;Pesos;30283.78;2021-01-21
101;INDICE DE VALOR PROMEDIO (IVP);IVP;Pesos;30280.9;2021-01-20
102;INDICE DE VALOR PROMEDIO (IVP);IVP;Pesos;30278.03;2021-01-19
103;INDICE DE VALOR PROMEDIO (IVP);IVP;Pesos;30275.15;2021-01-18
104;INDICE DE VALOR PROMEDIO (IVP);IVP;Pesos;30272.27;2021-01-17
105;INDICE DE VALOR PROMEDIO (IVP);IVP;Pesos;30269.4;2021-01-16
106;INDICE DE VALOR PROMEDIO (IVP);IVP;Pesos;30266.52;2021-01-15
107;INDICE DE VALOR PROMEDIO (IVP);IVP;Pesos;30263.64;2021-01-14
108;INDICE DE VALOR PROMEDIO (IVP);IVP;Pesos;30260.77;2021-01-13
109;INDICE DE VALOR PROMEDIO (IVP);IVP;Pesos;30257.89;2021-01-12
110;INDICE DE VALOR PROMEDIO (IVP);IVP;Pesos;30255.02;2021-01-11
111;INDICE DE VALOR PROMEDIO (IVP);IVP;Pesos;30252.14;2021-01-10
112;UNIDAD TRIBUTARIA MENSUAL (UTM);UTM;Pesos;51131;2021-02-01
113;BITCOIN;BITCOIN;Dólar;40670.25;2021-01-08
114;LIBRA DE COBRE;LIBRA_COBRE;Dólar;3.56;2021-01-13
115;EURO;EURO;Pesos;882.82;2021-01-13
116;DÓLAR OBSERVADO;DOLAR;Pesos;725.24;2021-01-13
117;TASA POLÍTICA MONETARIA (TPM);TPM;Porcentaje;0.5;2021-01-13
118;BITCOIN;BITCOIN;Dólar;35544.94;2021-01-11
119;LIBRA DE COBRE;LIBRA_COBRE;Dólar;3.61;2021-01-14
120;EURO;EURO;Pesos;899.03;2021-01-14
121;DÓLAR OBSERVADO;DOLAR;Pesos;739.72;2021-01-14
122;TASA POLÍTICA MONETARIA (TPM);TPM;Porcentaje;0.5;2021-01-14
123;LIBRA DE COBRE;LIBRA_COBRE;Dólar;3.63;2021-01-15
124;EURO;EURO;Pesos;893.72;2021-01-15
125;DÓLAR OBSERVADO;DOLAR;Pesos;735.35;2021-01-15
126;TASA POLÍTICA MONETARIA (TPM);TPM;Porcentaje;0.5;2021-01-15
127;LIBRA DE COBRE;LIBRA_COBRE;Dólar;3.65;2021-01-18
128;EURO;EURO;Pesos;888.72;2021-01-18
129;DÓLAR OBSERVADO;DOLAR;Pesos;735.06;2021-01-18
130;TASA POLÍTICA MONETARIA (TPM);TPM;Porcentaje;0.5;2021-01-18
131;BITCOIN;BITCOIN;Dólar;39158.47;2021-01-14
132;LIBRA DE COBRE;LIBRA_COBRE;Dólar;3.6;2021-01-19
133;EURO;EURO;Pesos;888.59;2021-01-19
134;DÓLAR OBSERVADO;DOLAR;Pesos;736.11;2021-01-19
135;TASA POLÍTICA MONETARIA (TPM);TPM;Porcentaje;0.5;2021-01-19
136;BITCOIN;BITCOIN;Dólar;35793.01;2021-01-17
137;LIBRA DE COBRE;LIBRA_COBRE;Dólar;3.61;2021-01-20
138;EURO;EURO;Pesos;889.37;2021-01-20
139;DÓLAR OBSERVADO;DOLAR;Pesos;733.73;2021-01-20
140;TASA POLÍTICA MONETARIA (TPM);TPM;Porcentaje;0.5;2021-01-20
141;LIBRA DE COBRE;LIBRA_COBRE;Dólar;3.61;2021-01-21
142;EURO;EURO;Pesos;884.45;2021-01-21
143;DÓLAR OBSERVADO;DOLAR;Pesos;730.38;2021-01-21
144;TASA POLÍTICA MONETARIA (TPM);TPM;Porcentaje;0.5;2021-01-21
145;LIBRA DE COBRE;LIBRA_COBRE;Dólar;3.65;2021-01-22
146;EURO;EURO;Pesos;868.93;2021-01-22
147;DÓLAR OBSERVADO;DOLAR;Pesos;715.56;2021-01-22
148;TASA POLÍTICA MONETARIA (TPM);TPM;Porcentaje;0.5;2021-01-22
149;BITCOIN;BITCOIN;Dólar;35538.98;2021-01-20
150;LIBRA DE COBRE;LIBRA_COBRE;Dólar;3.64;2021-01-25
151;EURO;EURO;Pesos;881.31;2021-01-25
152;DÓLAR OBSERVADO;DOLAR;Pesos;724.26;2021-01-25
153;TASA POLÍTICA MONETARIA (TPM);TPM;Porcentaje;0.5;2021-01-25
154;BITCOIN;BITCOIN;Dólar;32099.74;2021-01-23
155;LIBRA DE COBRE;LIBRA_COBRE;Dólar;3.63;2021-01-26
156;EURO;EURO;Pesos;888.58;2021-01-26
157;DÓLAR OBSERVADO;DOLAR;Pesos;731.92;2021-01-26
158;TASA POLÍTICA MONETARIA (TPM);TPM;Porcentaje;0.5;2021-01-26
159;LIBRA DE COBRE;LIBRA_COBRE;Dólar;3.61;2021-01-27
160;EURO;EURO;Pesos;888.54;2021-01-27
161;DÓLAR OBSERVADO;DOLAR;Pesos;731;2021-01-27
162;TASA POLÍTICA MONETARIA (TPM);TPM;Porcentaje;0.5;2021-01-27
163;LIBRA DE COBRE;LIBRA_COBRE;Dólar;3.63;2021-01-28
164;EURO;EURO;Pesos;891.89;2021-01-28
165;DÓLAR OBSERVADO;DOLAR;Pesos;736.88;2021-01-28
166;TASA POLÍTICA MONETARIA (TPM);TPM;Porcentaje;0.5;2021-01-28
167;BITCOIN;BITCOIN;Dólar;32541.8;2021-01-26
168;LIBRA DE COBRE;LIBRA_COBRE;Dólar;3.55;2021-01-29
169;EURO;EURO;Pesos;898.78;2021-01-29
170;DÓLAR OBSERVADO;DOLAR;Pesos;741.4;2021-01-29
171;TASA POLÍTICA MONETARIA (TPM);TPM;Porcentaje;0.5;2021-01-29
172;LIBRA DE COBRE;LIBRA_COBRE;Dólar;3.57;2021-02-01
173;EURO;EURO;Pesos;891.42;2021-02-01
174;DÓLAR OBSERVADO;DOLAR;Pesos;734.62;2021-02-01
175;TASA POLÍTICA MONETARIA (TPM);TPM;Porcentaje;0.5;2021-02-01
176;BITCOIN;BITCOIN;Dólar;34314.26;2021-01-29
177;LIBRA DE COBRE;LIBRA_COBRE;Dólar;3.57;2021-02-02
178;EURO;EURO;Pesos;883.01;2021-02-02
179;DÓLAR OBSERVADO;DOLAR;Pesos;731.66;2021-02-02
180;TASA POLÍTICA MONETARIA (TPM);TPM;Porcentaje;0.5;2021-02-02
181;LIBRA DE COBRE;LIBRA_COBRE;Dólar;3.54;2021-02-03
182;EURO;EURO;Pesos;883.03;2021-02-03
183;DÓLAR OBSERVADO;DOLAR;Pesos;734.86;2021-02-03
184;TASA POLÍTICA MONETARIA (TPM);TPM;Porcentaje;0.5;2021-02-03
185;BITCOIN;BITCOIN;Dólar;33522.9;2021-02-01
186;LIBRA DE COBRE;LIBRA_COBRE;Dólar;3.53;2021-02-04
187;EURO;EURO;Pesos;878.46;2021-02-04
188;DÓLAR OBSERVADO;DOLAR;Pesos;730.53;2021-02-04
189;TASA POLÍTICA MONETARIA (TPM);TPM;Porcentaje;0.5;2021-02-04
190;LIBRA DE COBRE;LIBRA_COBRE;Dólar;3.56;2021-02-05
191;EURO;EURO;Pesos;882.07;2021-02-05
192;DÓLAR OBSERVADO;DOLAR;Pesos;737.23;2021-02-05
193;TASA POLÍTICA MONETARIA (TPM);TPM;Porcentaje;0.5;2021-02-05
194;BITCOIN;BITCOIN;Dólar;37002.09;2021-02-04
195;LIBRA DE COBRE;LIBRA_COBRE;Dólar;3.55;2021-02-08
196;EURO;EURO;Pesos;886.68;2021-02-08
197;DÓLAR OBSERVADO;DOLAR;Pesos;736.65;2021-02-08
198;TASA POLÍTICA MONETARIA (TPM);TPM;Porcentaje;0.5;2021-02-08
199;LIBRA DE COBRE;LIBRA_COBRE;Dólar;3.6;2021-02-09
200;EURO;EURO;Pesos;885.63;2021-02-09
201;DÓLAR OBSERVADO;DOLAR;Pesos;735.07;2021-02-09
202;TASA POLÍTICA MONETARIA (TPM);TPM;Porcentaje;0.5;2021-02-09
203;INDICE DE PRECIOS AL CONSUMIDOR (IPC);IPC;Porcentaje;0.7;2020-01-01
204;BITCOIN;BITCOIN;Dólar;38928.1;2021-02-07
205;UNIDAD DE FOMENTO (UF);UF;Pesos;29353.12;2021-03-09
206;UNIDAD DE FOMENTO (UF);UF;Pesos;29345.81;2021-03-08
207;UNIDAD DE FOMENTO (UF);UF;Pesos;29338.5;2021-03-07
208;UNIDAD DE FOMENTO (UF);UF;Pesos;29331.19;2021-03-06
209;UNIDAD DE FOMENTO (UF);UF;Pesos;29323.89;2021-03-05
210;UNIDAD DE FOMENTO (UF);UF;Pesos;29316.58;2021-03-04
211;UNIDAD DE FOMENTO (UF);UF;Pesos;29309.28;2021-03-03
212;UNIDAD DE FOMENTO (UF);UF;Pesos;29301.98;2021-03-02
213;UNIDAD DE FOMENTO (UF);UF;Pesos;29294.68;2021-03-01
214;UNIDAD DE FOMENTO (UF);UF;Pesos;29287.38;2021-02-28
215;UNIDAD DE FOMENTO (UF);UF;Pesos;29280.09;2021-02-27
216;UNIDAD DE FOMENTO (UF);UF;Pesos;29272.79;2021-02-26
217;UNIDAD DE FOMENTO (UF);UF;Pesos;29265.5;2021-02-25
218;UNIDAD DE FOMENTO (UF);UF;Pesos;29258.21;2021-02-24
219;UNIDAD DE FOMENTO (UF);UF;Pesos;29250.92;2021-02-23
220;UNIDAD DE FOMENTO (UF);UF;Pesos;29243.64;2021-02-22
221;UNIDAD DE FOMENTO (UF);UF;Pesos;29236.35;2021-02-21
222;UNIDAD DE FOMENTO (UF);UF;Pesos;29229.07;2021-02-20
223;UNIDAD DE FOMENTO (UF);UF;Pesos;29221.79;2021-02-19
224;UNIDAD DE FOMENTO (UF);UF;Pesos;29214.51;2021-02-18
225;UNIDAD DE FOMENTO (UF);UF;Pesos;29207.23;2021-02-17
226;UNIDAD DE FOMENTO (UF);UF;Pesos;29199.96;2021-02-16
227;UNIDAD DE FOMENTO (UF);UF;Pesos;29192.68;2021-02-15
228;UNIDAD DE FOMENTO (UF);UF;Pesos;29185.41;2021-02-14
229;UNIDAD DE FOMENTO (UF);UF;Pesos;29178.14;2021-02-13
230;UNIDAD DE FOMENTO (UF);UF;Pesos;29170.87;2021-02-12
231;UNIDAD DE FOMENTO (UF);UF;Pesos;29163.61;2021-02-11
232;UNIDAD DE FOMENTO (UF);UF;Pesos;29156.34;2021-02-10
233;LIBRA DE COBRE;LIBRA_COBRE;Dólar;3.65;2021-02-10
234;EURO;EURO;Pesos;887.35;2021-02-10
235;DÓLAR OBSERVADO;DOLAR;Pesos;733.13;2021-02-10
236;TASA POLÍTICA MONETARIA (TPM);TPM;Porcentaje;0.5;2021-02-10
237;INDICE DE VALOR PROMEDIO (IVP);IVP;Pesos;30447.34;2021-03-09
238;INDICE DE VALOR PROMEDIO (IVP);IVP;Pesos;30443.45;2021-03-08
239;INDICE DE VALOR PROMEDIO (IVP);IVP;Pesos;30439.55;2021-03-07
240;INDICE DE VALOR PROMEDIO (IVP);IVP;Pesos;30435.66;2021-03-06
241;INDICE DE VALOR PROMEDIO (IVP);IVP;Pesos;30431.77;2021-03-05
242;INDICE DE VALOR PROMEDIO (IVP);IVP;Pesos;30427.87;2021-03-04
243;INDICE DE VALOR PROMEDIO (IVP);IVP;Pesos;30423.98;2021-03-03
244;INDICE DE VALOR PROMEDIO (IVP);IVP;Pesos;30420.09;2021-03-02
245;INDICE DE VALOR PROMEDIO (IVP);IVP;Pesos;30416.2;2021-03-01
246;INDICE DE VALOR PROMEDIO (IVP);IVP;Pesos;30412.31;2021-02-28
247;INDICE DE VALOR PROMEDIO (IVP);IVP;Pesos;30408.42;2021-02-27
248;INDICE DE VALOR PROMEDIO (IVP);IVP;Pesos;30404.53;2021-02-26
249;INDICE DE VALOR PROMEDIO (IVP);IVP;Pesos;30400.65;2021-02-25
250;INDICE DE VALOR PROMEDIO (IVP);IVP;Pesos;30396.76;2021-02-24
251;INDICE DE VALOR PROMEDIO (IVP);IVP;Pesos;30392.87;2021-02-23
252;INDICE DE VALOR PROMEDIO (IVP);IVP;Pesos;30388.98;2021-02-22
253;INDICE DE VALOR PROMEDIO (IVP);IVP;Pesos;30385.1;2021-02-21
254;INDICE DE VALOR PROMEDIO (IVP);IVP;Pesos;30381.21;2021-02-20
255;INDICE DE VALOR PROMEDIO (IVP);IVP;Pesos;30377.33;2021-02-19
256;INDICE DE VALOR PROMEDIO (IVP);IVP;Pesos;30373.44;2021-02-18
257;INDICE DE VALOR PROMEDIO (IVP);IVP;Pesos;30369.56;2021-02-17
258;INDICE DE VALOR PROMEDIO (IVP);IVP;Pesos;30365.67;2021-02-16
259;INDICE DE VALOR PROMEDIO (IVP);IVP;Pesos;30361.79;2021-02-15
260;INDICE DE VALOR PROMEDIO (IVP);IVP;Pesos;30357.91;2021-02-14
261;INDICE DE VALOR PROMEDIO (IVP);IVP;Pesos;30354.02;2021-02-13
262;INDICE DE VALOR PROMEDIO (IVP);IVP;Pesos;30350.14;2021-02-12
263;INDICE DE VALOR PROMEDIO (IVP);IVP;Pesos;30346.26;2021-02-11
264;INDICE DE VALOR PROMEDIO (IVP);IVP;Pesos;30342.38;2021-02-10
265;UNIDAD TRIBUTARIA MENSUAL (UTM);UTM;Pesos;51489;2021-03-01
266;LIBRA DE COBRE;LIBRA_COBRE;Dólar;3.7;2021-02-11
267;EURO;EURO;Pesos;884.48;2021-02-11
268;DÓLAR OBSERVADO;DOLAR;Pesos;728.9;2021-02-11
269;TASA POLÍTICA MONETARIA (TPM);TPM;Porcentaje;0.5;2021-02-11
270;LIBRA DE COBRE;LIBRA_COBRE;Dólar;3.77;2021-02-12
271;EURO;EURO;Pesos;876.1;2021-02-12
272;DÓLAR OBSERVADO;DOLAR;Pesos;722.52;2021-02-12
273;TASA POLÍTICA MONETARIA (TPM);TPM;Porcentaje;0.5;2021-02-12
274;BITCOIN;BITCOIN;Dólar;44878.17;2021-02-10
275;LIBRA DE COBRE;LIBRA_COBRE;Dólar;3.76;2021-02-15
276;EURO;EURO;Pesos;878.37;2021-02-15
277;DÓLAR OBSERVADO;DOLAR;Pesos;724.39;2021-02-15
278;TASA POLÍTICA MONETARIA (TPM);TPM;Porcentaje;0.5;2021-02-15
279;BITCOIN;BITCOIN;Dólar;47185.19;2021-02-13
280;LIBRA DE COBRE;LIBRA_COBRE;Dólar;3.79;2021-02-16
281;EURO;EURO;Pesos;871.69;2021-02-16
282;DÓLAR OBSERVADO;DOLAR;Pesos;718.45;2021-02-16
283;TASA POLÍTICA MONETARIA (TPM);TPM;Porcentaje;0.5;2021-02-16
284;LIBRA DE COBRE;LIBRA_COBRE;Dólar;3.82;2021-02-17
285;EURO;EURO;Pesos;868.71;2021-02-17
286;DÓLAR OBSERVADO;DOLAR;Pesos;717.38;2021-02-17
287;TASA POLÍTICA MONETARIA (TPM);TPM;Porcentaje;0.5;2021-02-17
288;LIBRA DE COBRE;LIBRA_COBRE;Dólar;3.82;2021-02-18
289;EURO;EURO;Pesos;866.79;2021-02-18
290;DÓLAR OBSERVADO;DOLAR;Pesos;719.78;2021-02-18
291;TASA POLÍTICA MONETARIA (TPM);TPM;Porcentaje;0.5;2021-02-18
292;BITCOIN;BITCOIN;Dólar;49160.1;2021-02-16
293;LIBRA DE COBRE;LIBRA_COBRE;Dólar;3.81;2021-02-19
294;EURO;EURO;Pesos;860.28;2021-02-19
295;DÓLAR OBSERVADO;DOLAR;Pesos;712.14;2021-02-19
296;TASA POLÍTICA MONETARIA (TPM);TPM;Porcentaje;0.5;2021-02-19
297;LIBRA DE COBRE;LIBRA_COBRE;Dólar;3.89;2021-02-22
298;EURO;EURO;Pesos;857.63;2021-02-22
299;DÓLAR OBSERVADO;DOLAR;Pesos;707.12;2021-02-22
300;TASA POLÍTICA MONETARIA (TPM);TPM;Porcentaje;0.5;2021-02-22
301;BITCOIN;BITCOIN;Dólar;55916.5;2021-02-19
302;LIBRA DE COBRE;LIBRA_COBRE;Dólar;4.06;2021-02-23
303;EURO;EURO;Pesos;863.32;2021-02-23
304;DÓLAR OBSERVADO;DOLAR;Pesos;709.65;2021-02-23
305;TASA POLÍTICA MONETARIA (TPM);TPM;Porcentaje;0.5;2021-02-23
306;LIBRA DE COBRE;LIBRA_COBRE;Dólar;4.14;2021-02-24
307;EURO;EURO;Pesos;858.55;2021-02-24
308;DÓLAR OBSERVADO;DOLAR;Pesos;706.76;2021-02-24
309;TASA POLÍTICA MONETARIA (TPM);TPM;Porcentaje;0.5;2021-02-24
310;BITCOIN;BITCOIN;Dólar;54123.4;2021-02-22
311;LIBRA DE COBRE;LIBRA_COBRE;Dólar;4.19;2021-02-25
312;EURO;EURO;Pesos;854.67;2021-02-25
313;DÓLAR OBSERVADO;DOLAR;Pesos;703.65;2021-02-25
314;TASA POLÍTICA MONETARIA (TPM);TPM;Porcentaje;0.5;2021-02-25
315;LIBRA DE COBRE;LIBRA_COBRE;Dólar;4.24;2021-02-26
316;EURO;EURO;Pesos;865.89;2021-02-26
317;DÓLAR OBSERVADO;DOLAR;Pesos;708.04;2021-02-26
318;TASA POLÍTICA MONETARIA (TPM);TPM;Porcentaje;0.5;2021-02-26
319;LIBRA DE COBRE;LIBRA_COBRE;Dólar;4.29;2021-03-01
320;TASA DE DESEMPLEO;TASA_DESEMPLEO;Porcentaje;10.23;2020-01-01
321;EURO;EURO;Pesos;869.67;2021-03-01
322;DÓLAR OBSERVADO;DOLAR;Pesos;719.91;2021-03-01
323;TASA POLÍTICA MONETARIA (TPM);TPM;Porcentaje;0.5;2021-03-01
324;BITCOIN;BITCOIN;Dólar;46800.42;2021-02-25
325;LIBRA DE COBRE;LIBRA_COBRE;Dólar;4.15;2021-03-02
326;LIBRA DE COBRE;LIBRA_COBRE;Dólar;4.12;2021-03-03
327;EURO;EURO;Pesos;877.71;2021-03-03
328;EURO;EURO;Pesos;869.23;2021-03-02
329;IMACEC;IMACEC;Porcentaje;-3.1;2020-01-01
330;DÓLAR OBSERVADO;DOLAR;Pesos;726.74;2021-03-03
331;DÓLAR OBSERVADO;DOLAR;Pesos;721.2;2021-03-02
332;TASA POLÍTICA MONETARIA (TPM);TPM;Porcentaje;0.5;2021-03-03
333;TASA POLÍTICA MONETARIA (TPM);TPM;Porcentaje;0.5;2021-03-02
334;BITCOIN;BITCOIN;Dólar;45113.92;2021-02-28
335;LIBRA DE COBRE;LIBRA_COBRE;Dólar;4.18;2021-03-04
336;EURO;EURO;Pesos;882.47;2021-03-04
337;DÓLAR OBSERVADO;DOLAR;Pesos;731.3;2021-03-04
338;TASA POLÍTICA MONETARIA (TPM);TPM;Porcentaje;0.5;2021-03-04
339;LIBRA DE COBRE;LIBRA_COBRE;Dólar;4.14;2021-03-05
340;EURO;EURO;Pesos;875.54;2021-03-05
341;DÓLAR OBSERVADO;DOLAR;Pesos;729.15;2021-03-05
342;TASA POLÍTICA MONETARIA (TPM);TPM;Porcentaje;0.5;2021-03-05
343;BITCOIN;BITCOIN;Dólar;50477.7;2021-03-03
344;LIBRA DE COBRE;LIBRA_COBRE;Dólar;4.05;2021-03-08
345;EURO;EURO;Pesos;873.17;2021-03-08
346;DÓLAR OBSERVADO;DOLAR;Pesos;733.11;2021-03-08
347;TASA POLÍTICA MONETARIA (TPM);TPM;Porcentaje;0.5;2021-03-08
348;BITCOIN;BITCOIN;Dólar;48881.59;2021-03-06
349;LIBRA DE COBRE;LIBRA_COBRE;Dólar;4.04;2021-03-09
350;EURO;EURO;Pesos;875.47;2021-03-09
351;DÓLAR OBSERVADO;DOLAR;Pesos;738.46;2021-03-09
352;TASA POLÍTICA MONETARIA (TPM);TPM;Porcentaje;0.5;2021-03-09
353;INDICE DE PRECIOS AL CONSUMIDOR (IPC);IPC;Porcentaje;0.2;2021-02-01
354;UNIDAD DE FOMENTO (UF);UF;Pesos;29411.83;2021-04-09
